scene,floor,question,choices,question_formatted,answer,label
00457-7PZPFHR3oJc,0,Where exactly is the kettle in the kitchen?,"['On the floor', 'On the island', 'On the windowsill', 'On the countertop']",Where exactly is the kettle in the kitchen? A) On the floor B) On the island C) On the windowsill D) On the countertop. Answer:,D,location
00458-fFx6oC7EVp7,0,I need to locate my painting with boats on it. Where are they hung?,"['Near the kitchen', 'In the bedroom', 'In the living room', 'In the dining area']",I need to locate my painting with boats on it. Where are they hung? A) Near the kitchen B) In the bedroom C) In the living room D) In the dining area. Answer:,B,location
00458-fFx6oC7EVp7,0,How many sets of utensils are there on the dining table?,"['None', 'Two', 'Three', 'One']",How many sets of utensils are there on the dining table? A) None B) Two C) Three D) One. Answer:,A,count
00459-Ze6tkhg7Wvc,0,I can't remember where I placed the rocking chair. Where is it?,"['Next to the bedroom bed', 'By the living room fireplace', 'Near the kitchen fridge', 'Close to the entryway closet']",I can't remember where I placed the rocking chair. Where is it? A) Next to the bedroom bed B) By the living room fireplace C) Near the kitchen fridge D) Close to the entryway closet. Answer:,C,location
00459-Ze6tkhg7Wvc,0,Which carpet did I put at the door to the bedroom?,"['Yellow', 'Green', 'Red', 'White']",Which carpet did I put at the door to the bedroom? A) Yellow B) Green C) Red D) White. Answer:,B,identification
00460-LViDMxZp4ZN,0,How many cushions are there on the red sofa?,"['Three', 'One', 'None', 'Two']",How many cushions are there on the red sofa? A) Three B) One C) None D) Two. Answer:,D,count
00460-LViDMxZp4ZN,0,What cloth did I leave on top of the washing machine?,"['Coat', 'None', 'Pants', 'Jacket']",What cloth did I leave on top of the washing machine? A) Coat B) None C) Pants D) Jacket. Answer:,B,identification
00462-5m6t1y5EvsT,0,I left two game joysticks somewhere. Where are they?,"['On the bedroom dresser.', 'On the living room couch.', 'Next to the office desk.', 'On the kitchen counter.']",I left two game joysticks somewhere. Where are they? A) On the bedroom dresser. B) On the living room couch. C) Next to the office desk. D) On the kitchen counter.. Answer:,C,location
00462-5m6t1y5EvsT,0,Which carpet did I put at the oven?,"['Yellow one', 'There is no carpet', 'Red one', 'Black one']",Which carpet did I put at the oven? A) Yellow one B) There is no carpet C) Red one D) Black one. Answer:,B,state
00466-xAHnY3QzFUN,0,Is the bathroom door fully closed?,"['(Do not choose this option)', '(Do not choose this option)', 'Yes', 'No']",Is the bathroom door fully closed? A) (Do not choose this option) B) (Do not choose this option) C) Yes D) No. Answer:,D,state
00468-iTm2PKHUcTJ,0,Is the living room TV on?,"['(Do not choose this option)', 'No, it is off', 'Yes, it is on', '(Do not choose this option)']","Is the living room TV on? A) (Do not choose this option) B) No, it is off C) Yes, it is on D) (Do not choose this option). Answer:",C,state
00468-iTm2PKHUcTJ,0,What does the letters on the refrigerator say?,"['ERN', 'MSK', 'PKL', 'IKL']",What does the letters on the refrigerator say? A) ERN B) MSK C) PKL D) IKL. Answer:,B,identification
00470-udze1CSof5C,1,Did I leave the TV on?,"['No', '(Do not choose this option)', '(Do not choose this option)', 'Yes']",Did I leave the TV on? A) No B) (Do not choose this option) C) (Do not choose this option) D) Yes. Answer:,D,state
00472-Xuky7E5df6A,0,What fruit is there in the kitchen?,"['Pears', 'Oranges', 'Apples', 'Bananas']",What fruit is there in the kitchen? A) Pears B) Oranges C) Apples D) Bananas. Answer:,B,identification
00474-v46TaF2rxHK,0,I'm trying to remember where I placed the woven footstool.,"['In the nursery', 'Next to the office desk', 'Beside the living room sofa', 'Near the dining table']",I'm trying to remember where I placed the woven footstool. A) In the nursery B) Next to the office desk C) Beside the living room sofa D) Near the dining table. Answer:,A,location
00474-v46TaF2rxHK,0,Where is the chess set?,"['On the dining table', 'In the living room', 'In the nursery', 'In the office area']",Where is the chess set? A) On the dining table B) In the living room C) In the nursery D) In the office area. Answer:,D,location
00478-QDvRVeWFCjM,0,Which kettle is there on the stove?,"['White one', 'Blue one', 'Brown one', 'Black one']",Which kettle is there on the stove? A) White one B) Blue one C) Brown one D) Black one. Answer:,B,identification
00478-QDvRVeWFCjM,0,Is the bike next to the bed in the kid's room?,"['(Do not choose this option)', 'No', '(Do not choose this option)', 'Yes']",Is the bike next to the bed in the kid's room? A) (Do not choose this option) B) No C) (Do not choose this option) D) Yes. Answer:,B,existence
00479-p4ZPcGtk6Ex,0,I'm looking for the fruit bowl to put some snacks. Where is it?,"['On the kitchen counter near the window', 'On the kitchen island', 'Next to the refrigerator', 'On the dining table']",I'm looking for the fruit bowl to put some snacks. Where is it? A) On the kitchen counter near the window B) On the kitchen island C) Next to the refrigerator D) On the dining table. Answer:,A,location
00479-p4ZPcGtk6Ex,1,Where is the plush heart-shaped pillow?,"['On the single bed', 'On the treadmill', 'On the double bed', 'On the dresser']",Where is the plush heart-shaped pillow? A) On the single bed B) On the treadmill C) On the double bed D) On the dresser. Answer:,A,location
00479-p4ZPcGtk6Ex,1,Is the treadmill is currently in an upright storage position?,"['No', '(Do not choose this option)', '(Do not choose this option)', 'Yes']",Is the treadmill is currently in an upright storage position? A) No B) (Do not choose this option) C) (Do not choose this option) D) Yes. Answer:,A,state
00483-boHtwWDWtXh,0,Is the bedroom lamp left on?,"['(Do not choose this option)', 'Yes', '(Do not choose this option)', 'No']",Is the bedroom lamp left on? A) (Do not choose this option) B) Yes C) (Do not choose this option) D) No. Answer:,B,state
00483-boHtwWDWtXh,1,I'm expecting a guest who prefers to sit on armchairs. How many armchairs are available in the living room?,"['Three', 'Four', 'Two', 'One']",I'm expecting a guest who prefers to sit on armchairs. How many armchairs are available in the living room? A) Three B) Four C) Two D) One. Answer:,C,count
00483-boHtwWDWtXh,1,Where did I leave the fruit bowl in the kitchen?,"['Next to the refrigerator', 'On the countertop', 'On the island', 'On the shelf']",Where did I leave the fruit bowl in the kitchen? A) Next to the refrigerator B) On the countertop C) On the island D) On the shelf. Answer:,B,location
00483-boHtwWDWtXh,2,Is there a rug at the toilet?,"['(Do not choose this option)', '(Do not choose this option)', 'Yes', 'No']",Is there a rug at the toilet? A) (Do not choose this option) B) (Do not choose this option) C) Yes D) No. Answer:,D,existence
00484-fc7RfUCN5mY,0,How many drawers are in the dresser next to the purple bed?,"['Eight', 'Two', 'Six', 'Four']",How many drawers are in the dresser next to the purple bed? A) Eight B) Two C) Six D) Four. Answer:,D,count
00485-yX54kr5c5g9,0,Are the kitchen island stools pushed in?,"['(Do not choose this option)', 'Yes', 'No', '(Do not choose this option)']",Are the kitchen island stools pushed in? A) (Do not choose this option) B) Yes C) No D) (Do not choose this option). Answer:,B,state
00485-yX54kr5c5g9,0,Is the walk-in closet door in the bedroom closed?,"['(Do not choose this option)', 'No, it is open', 'Yes, it is closed', '(Do not choose this option)']","Is the walk-in closet door in the bedroom closed? A) (Do not choose this option) B) No, it is open C) Yes, it is closed D) (Do not choose this option). Answer:",B,state
00488-F8PSGjTiv61,0,I left a large clock on one of the walls that has Roman letters. Where is it?,"['In the living room', 'In the bedroom', 'In the hallway', 'In the dining area']",I left a large clock on one of the walls that has Roman letters. Where is it? A) In the living room B) In the bedroom C) In the hallway D) In the dining area. Answer:,D,location
00489-boJrpwDQtu9,2,Which blanket did I leave on the bed?,"['Red one', 'Black one', 'Yellow one', 'Gray one']",Which blanket did I leave on the bed? A) Red one B) Black one C) Yellow one D) Gray one. Answer:,D,identification
00492-panm7DRsmDn,0,How many towels are there at the oven?,"['Two', 'Three', 'One', 'None']",How many towels are there at the oven? A) Two B) Three C) One D) None. Answer:,A,count
00492-panm7DRsmDn,1,How many rugs are there next to the sinks in the bathroom?,"['Two', 'Four', 'None', 'One']",How many rugs are there next to the sinks in the bathroom? A) Two B) Four C) None D) One. Answer:,A,count
00492-panm7DRsmDn,1,What did I leave on the bench at the foot of the bed?,"['Backpack', 'Coat', 'Pillow', 'Laptop']",What did I leave on the bench at the foot of the bed? A) Backpack B) Coat C) Pillow D) Laptop. Answer:,C,identification
00502-nMeXfQU4PMS,0,What did I leave on the office desk?,"['Backpack', 'Book', 'Laptop', 'Sandwich']",What did I leave on the office desk? A) Backpack B) Book C) Laptop D) Sandwich. Answer:,B,identification
00504-frThKkhTwFT,0,Which towels are there next to the standing shower?,"['White ones', 'Blue ones', 'Black ones', 'Brown ones']",Which towels are there next to the standing shower? A) White ones B) Blue ones C) Black ones D) Brown ones. Answer:,D,count
00506-QVAA6zecMHu,0,Which pillows are there on the bed right now?,"['Green ones', 'Black ones', 'Red ones', 'Purple ones']",Which pillows are there on the bed right now? A) Green ones B) Black ones C) Red ones D) Purple ones. Answer:,D,count
00507-RfNGMBdVbAZ,0,How many towels are there at the oven?,"['One', 'None', 'Two', '(Do not choose this option)']",How many towels are there at the oven? A) One B) None C) Two D) (Do not choose this option). Answer:,C,count
00510-JSgMy8tTACD,0,How many plants are there on the kitchen island?,"['One', '(Do not choose this option)', 'None', 'Two']",How many plants are there on the kitchen island? A) One B) (Do not choose this option) C) None D) Two. Answer:,A,count
00510-JSgMy8tTACD,1,Is there a bathrobe available in the wardrobe for the guest to use after a shower?,"['(Do not choose this option)', 'Yes', '(Do not choose this option)', 'No']",Is there a bathrobe available in the wardrobe for the guest to use after a shower? A) (Do not choose this option) B) Yes C) (Do not choose this option) D) No. Answer:,B,existence
00510-JSgMy8tTACD,1,How many bottles of shampoo or showering gel are there in the glass shower?,"['None', 'Two', 'One', '(Do not choose this option)']",How many bottles of shampoo or showering gel are there in the glass shower? A) None B) Two C) One D) (Do not choose this option). Answer:,B,count
00512-WZDzPCybQvS,1,How many stools are there in the bedroom?,"['None', 'One', 'Two', 'Three']",How many stools are there in the bedroom? A) None B) One C) Two D) Three. Answer:,B,count
00512-WZDzPCybQvS,1,Which rug do we have at the entrance door?,"['Yellow one', 'Gray one', 'Blue one', 'White one']",Which rug do we have at the entrance door? A) Yellow one B) Gray one C) Blue one D) White one. Answer:,C,identification
00512-WZDzPCybQvS,2,What color is the rug at the bathtub?,"['Brown', 'White', 'Black', 'Gray']",What color is the rug at the bathtub? A) Brown B) White C) Black D) Gray. Answer:,D,identification
00512-WZDzPCybQvS,2,Which hand towel did I leave next to the bathroom sink?,"['The white one', 'The yellow one', 'The black one', 'The blue one']",Which hand towel did I leave next to the bathroom sink? A) The white one B) The yellow one C) The black one D) The blue one. Answer:,D,identification
00513-9oGV6Y9nNqB,0,I can't find my small black sofa anywhere. Where is it?,"['In the bedroom', 'In the living room', 'In the kitchen', 'In the dining room']",I can't find my small black sofa anywhere. Where is it? A) In the bedroom B) In the living room C) In the kitchen D) In the dining room. Answer:,A,location
00515-krsjseyn6fd,0,Are the white boots left on the stairs?,"['(Do not choose this option)', 'No', 'Yes', '(Do not choose this option)']",Are the white boots left on the stairs? A) (Do not choose this option) B) No C) Yes D) (Do not choose this option). Answer:,B,existence
00517-jG9pucmJVBZ,0,How many bar stools are there at the kitchen counter?,"['None', 'Four', 'Two', 'Three']",How many bar stools are there at the kitchen counter? A) None B) Four C) Two D) Three. Answer:,D,count
00522-XYQdAu1qsK9,0,Which vase is there at the fireplace?,"['Black oine', 'Gray one', 'White one', 'Blue one']",Which vase is there at the fireplace? A) Black oine B) Gray one C) White one D) Blue one. Answer:,C,identification
00522-XYQdAu1qsK9,0,Is the walk-in closet door in the bedroom left open?,"['No', 'Yes', '(Do not choose this option)', '(Do not choose this option)']",Is the walk-in closet door in the bedroom left open? A) No B) Yes C) (Do not choose this option) D) (Do not choose this option). Answer:,B,state
00525-iKFn6fzyRqs,0,I am trying to remember where I left the dog food plates.,"['In the kitchen', 'In the storage room', 'In the living room', 'At the dining place']",I am trying to remember where I left the dog food plates. A) In the kitchen B) In the storage room C) In the living room D) At the dining place. Answer:,D,location
00525-iKFn6fzyRqs,0,Is the floor lamp next to the piano left on?,"['(Do not choose this option)', '(Do not choose this option)', 'No, it is off', 'Yes, it is on']","Is the floor lamp next to the piano left on? A) (Do not choose this option) B) (Do not choose this option) C) No, it is off D) Yes, it is on. Answer:",D,state
00525-iKFn6fzyRqs,1,I want to take a shower. Are there some towels by the bathrub?,"['No', '(Do not choose this option)', 'Yes', '(Do not choose this option)']",I want to take a shower. Are there some towels by the bathrub? A) No B) (Do not choose this option) C) Yes D) (Do not choose this option). Answer:,C,existence
00529-W9YAR9qcuvN,0,Is the bottom drawer of the refrigerator left open?,"['(Do not choose this option)', '(Do not choose this option)', 'Yes, it is open', 'No, it is closed']","Is the bottom drawer of the refrigerator left open? A) (Do not choose this option) B) (Do not choose this option) C) Yes, it is open D) No, it is closed. Answer:",D,state
00533-wDDRygUCLMm,0,Does the kitchen island have any items on it that need to be put away?,"['No', 'Yes', '(Do not choose this option)', '(Do not choose this option)']",Does the kitchen island have any items on it that need to be put away? A) No B) Yes C) (Do not choose this option) D) (Do not choose this option). Answer:,A,state
00534-DBBESbk4Y3k,1,Is the laptop left on the coffee table?,"['Yes', '(Do not choose this option)', '(Do not choose this option)', 'No']",Is the laptop left on the coffee table? A) Yes B) (Do not choose this option) C) (Do not choose this option) D) No. Answer:,D,existence
00534-DBBESbk4Y3k,2,Is the closet door next to the bed with yellow pillow left open?,"['No, it is closed', 'Yes, it is open', '(Do not choose this option)', '(Do not choose this option)']","Is the closet door next to the bed with yellow pillow left open? A) No, it is closed B) Yes, it is open C) (Do not choose this option) D) (Do not choose this option). Answer:",A,state
00535-XKqDR74W1JU,1,How many towels are there at the oven?,"['None', 'Two', 'One', 'More than three']",How many towels are there at the oven? A) None B) Two C) One D) More than three. Answer:,A,count
00535-XKqDR74W1JU,1,Is the door to the porch open or closed right now?,"['Closed', '(Do not choose this option)', '(Do not choose this option)', 'Open']",Is the door to the porch open or closed right now? A) Closed B) (Do not choose this option) C) (Do not choose this option) D) Open. Answer:,A,state
00535-XKqDR74W1JU,2,Is the light left on at the toilet?,"['(Do not choose this option)', 'No, it is off', '(Do not choose this option)', 'Yes, it is on']","Is the light left on at the toilet? A) (Do not choose this option) B) No, it is off C) (Do not choose this option) D) Yes, it is on. Answer:",D,state
00537-oahi4u45xMf,0,Is there any pot left on the stove?,"['(Do not choose this option)', 'Yes', 'No', '(Do not choose this option)']",Is there any pot left on the stove? A) (Do not choose this option) B) Yes C) No D) (Do not choose this option). Answer:,C,existence
00540-6nvpJEZ8ox5,0,Do we have any stools at the kitchen island?,"['Three', 'None', 'One', 'Two']",Do we have any stools at the kitchen island? A) Three B) None C) One D) Two. Answer:,B,existence
00543-1k479icNeHW,0,How many bedstands are there next to the twin beds?,"['Three', 'One', 'Two', 'None']",How many bedstands are there next to the twin beds? A) Three B) One C) Two D) None. Answer:,B,count
00547-9h5JJxM6E5S,0,How many umbrellas are there in the ceramic vase near the staircase?,"['(Do not choose this option)', 'None', 'A few', 'One']",How many umbrellas are there in the ceramic vase near the staircase? A) (Do not choose this option) B) None C) A few D) One. Answer:,C,count
00547-9h5JJxM6E5S,0,Guest is coming. Is the fruit bowl on the kitchen island already?,"['Yes', '(Do not choose this option)', 'No', '(Do not choose this option)']",Guest is coming. Is the fruit bowl on the kitchen island already? A) Yes B) (Do not choose this option) C) No D) (Do not choose this option). Answer:,C,existence
00550-k3ohRuM6bso,0,Is there a microwave on the kitchen counter?,"['(Do not choose this option)', '(Do not choose this option)', 'Yes', 'No']",Is there a microwave on the kitchen counter? A) (Do not choose this option) B) (Do not choose this option) C) Yes D) No. Answer:,C,existence
00554-rihBP3nC6p4,1,Are the blue decorative pillow left on the bed or elsewhere?,"['On the floor', 'On the bed', 'On the desk', 'On the armchair']",Are the blue decorative pillow left on the bed or elsewhere? A) On the floor B) On the bed C) On the desk D) On the armchair. Answer:,B,location
00555-Y4idBN66BqG,0,Is there a towel on the bathrub already? I wanna shower now.,"['No', 'Yes', '(Do not choose this option)', '(Do not choose this option)']",Is there a towel on the bathrub already? I wanna shower now. A) No B) Yes C) (Do not choose this option) D) (Do not choose this option). Answer:,A,existence
00556-saBtfCeVoJ4,0,I'm expecting guests and I need to make sure there are enough seats. How many individual chairs are in the dining area?,"['Six', 'Eight', 'Four', 'Two']",I'm expecting guests and I need to make sure there are enough seats. How many individual chairs are in the dining area? A) Six B) Eight C) Four D) Two. Answer:,B,count
00557-fRZhp6vWGw7,1,I'm trying to remember where I placed the decorative wicker basket. Where is it?,"['In the hallway', 'On the shelf in the closet', 'In the bedroom on the floor', 'In the bathroom']",I'm trying to remember where I placed the decorative wicker basket. Where is it? A) In the hallway B) On the shelf in the closet C) In the bedroom on the floor D) In the bathroom. Answer:,C,location
00557-fRZhp6vWGw7,1,Is there any box in the hallway needs to be moved? Guest is coming.,"['Yes', '(Do not choose this option)', 'No', '(Do not choose this option)']",Is there any box in the hallway needs to be moved? Guest is coming. A) Yes B) (Do not choose this option) C) No D) (Do not choose this option). Answer:,C,existence
00567-KjZrPggnHm8,0,Where did my husband leave the coffee machine at in the kitchen?,"['On the dining table', 'On the island', 'On the shelf', 'On the countertop']",Where did my husband leave the coffee machine at in the kitchen? A) On the dining table B) On the island C) On the shelf D) On the countertop. Answer:,D,location
00569-YJDUB7hWg9h,0,I'm expecting a package and I think it might have been left by the door. Is there a package near the main entrance?,"['(Do not choose this option)', 'Yes', '(Do not choose this option)', 'No']",I'm expecting a package and I think it might have been left by the door. Is there a package near the main entrance? A) (Do not choose this option) B) Yes C) (Do not choose this option) D) No. Answer:,D,existence
00569-YJDUB7hWg9h,0,How many sets of utensils are there on the dining table?,"['Two', 'None', 'Three', 'One']",How many sets of utensils are there on the dining table? A) Two B) None C) Three D) One. Answer:,B,count
00570-kyoZhaD9HuW,0,Are the curtain shades that the office desk is facing at pulled down?,"['Yes, they are down', '(Do not choose this option)', 'No, they are still up', '(Do not choose this option)']","Are the curtain shades that the office desk is facing at pulled down? A) Yes, they are down B) (Do not choose this option) C) No, they are still up D) (Do not choose this option). Answer:",C,state
00571-w5YEujJKsiy,0,"My dog was eating on one of the carpets, in front of bathroom I think. Which one is it?","['White one', 'Blue one', 'Purple one', 'Yellow one']","My dog was eating on one of the carpets, in front of bathroom I think. Which one is it? A) White one B) Blue one C) Purple one D) Yellow one. Answer:",C,identification
00573-1zDbEdygBeW,0,I'm trying to locate my decorative shells.,"['On the kitchen countertop', 'In the built-in living room shelves', 'On the outdoor couch', 'Near the fireplace']",I'm trying to locate my decorative shells. A) On the kitchen countertop B) In the built-in living room shelves C) On the outdoor couch D) Near the fireplace. Answer:,B,location
00573-1zDbEdygBeW,1,Does the kitchen island have any fruit bowl on it?,"['No', '(Do not choose this option)', '(Do not choose this option)', 'Yes']",Does the kitchen island have any fruit bowl on it? A) No B) (Do not choose this option) C) (Do not choose this option) D) Yes. Answer:,A,existence
00573-1zDbEdygBeW,1,I'm trying to remember where I placed the blue vase. Is it on any of the shelves in the living area?,"['On the top shelf', 'On the bottom shelf', 'On the middle shelf', ""It's not on the shelves""]",I'm trying to remember where I placed the blue vase. Is it on any of the shelves in the living area? A) On the top shelf B) On the bottom shelf C) On the middle shelf D) It's not on the shelves. Answer:,A,existence
00574-bXu6SSWkJY8,0,Which tablecloth is on the small dining table in the kitchen now?,"['Blue', 'Red', 'White', 'Gray']",Which tablecloth is on the small dining table in the kitchen now? A) Blue B) Red C) White D) Gray. Answer:,A,identification
00574-bXu6SSWkJY8,0,Which tablecloth is on the big dining table in the room with blue wall now?,"['White', 'Yellow', 'Gray', 'Red']",Which tablecloth is on the big dining table in the room with blue wall now? A) White B) Yellow C) Gray D) Red. Answer:,A,identification
00574-bXu6SSWkJY8,1,Where id the small wooden stool?,"['Under the window in the bathroom', 'By the entrance door with the white panels', 'Near the bed with the white bedding', 'Next to the fireplace in the floral wallpaper room']",Where id the small wooden stool? A) Under the window in the bathroom B) By the entrance door with the white panels C) Near the bed with the white bedding D) Next to the fireplace in the floral wallpaper room. Answer:,A,location
00582-TYDavTf8oyy,1,How many potted plants are on the kitchen windowsill?,"['Four', 'Five', 'Two', 'Three']",How many potted plants are on the kitchen windowsill? A) Four B) Five C) Two D) Three. Answer:,D,count
00582-TYDavTf8oyy,1,I'm trying to remember where I placed the candle holder. Where is it in the dining room?,"['On the window sill', '(Do not choose this option)', 'On the sideboard', 'On the dining table']",I'm trying to remember where I placed the candle holder. Where is it in the dining room? A) On the window sill B) (Do not choose this option) C) On the sideboard D) On the dining table. Answer:,C,existence
00582-TYDavTf8oyy,2,How many laundry baskets are in the bedroom with the white bedspread?,"['Two', 'One', 'Three', 'None']",How many laundry baskets are in the bedroom with the white bedspread? A) Two B) One C) Three D) None. Answer:,A,count
00584-ZxkSUELrWtQ,2,What time is it now?,"['12-2pm', '4-6pm', '8-10am', '8-10pm']",What time is it now? A) 12-2pm B) 4-6pm C) 8-10am D) 8-10pm. Answer:,A,state
00584-ZxkSUELrWtQ,2,Where is the coffee machine in the kitchen?,"['On the shelf', 'Next to microwave', 'Next to refrigerator', 'On the kitchen island']",Where is the coffee machine in the kitchen? A) On the shelf B) Next to microwave C) Next to refrigerator D) On the kitchen island. Answer:,C,location
00585-CxxHb5C8ZsP,0,Is the ping pong table set up for a game with the net installed?,"['Yes', 'No', '(Do not choose this option)', '(Do not choose this option)']",Is the ping pong table set up for a game with the net installed? A) Yes B) No C) (Do not choose this option) D) (Do not choose this option). Answer:,A,state
00585-CxxHb5C8ZsP,1,I'm trying to remember where I placed the decorative bowl. It is on the kitchen island?,"['(Do not choose this option)', '(Do not choose this option)', 'Yes', 'No']",I'm trying to remember where I placed the decorative bowl. It is on the kitchen island? A) (Do not choose this option) B) (Do not choose this option) C) Yes D) No. Answer:,C,existence
00585-CxxHb5C8ZsP,1,We recently bought the kid's play kitchen. Is there any mini pot on the stove?,"['No', '(Do not choose this option)', 'Yes', '(Do not choose this option)']",We recently bought the kid's play kitchen. Is there any mini pot on the stove? A) No B) (Do not choose this option) C) Yes D) (Do not choose this option). Answer:,A,existence
00585-CxxHb5C8ZsP,2,I need to take a quick shower. Are there any clean towels available in the bathroom?,"['(Do not choose this option)', 'Yes', 'No', '(Do not choose this option)']",I need to take a quick shower. Are there any clean towels available in the bathroom? A) (Do not choose this option) B) Yes C) No D) (Do not choose this option). Answer:,B,existence
00585-CxxHb5C8ZsP,2,Which set of bedding is on the kid's bed?,"['Light pink', 'Dark blue', 'Light purple', 'Yellow']",Which set of bedding is on the kid's bed? A) Light pink B) Dark blue C) Light purple D) Yellow. Answer:,A,identification
00591-JptJPosx1Z6,0,How many kitchen bar stools are there right now?,"['Two', 'Three', 'One', 'None']",How many kitchen bar stools are there right now? A) Two B) Three C) One D) None. Answer:,A,count
00592-CthA7sQNTPK,2,Which hand towel is at the right side of the bathroom counter?,"['Yellow one', 'White one', 'Blue one', 'Gray one']",Which hand towel is at the right side of the bathroom counter? A) Yellow one B) White one C) Blue one D) Gray one. Answer:,C,identification
00594-1sPp3Wz8TCB,0,What is the living room TV showing right now?,"['It is not on', 'News channel', 'Sports channel', 'Nature channel']",What is the living room TV showing right now? A) It is not on B) News channel C) Sports channel D) Nature channel. Answer:,D,identification
00597-D8aaq3PH6dG,0,I need to know if the kitchen island has any bar stools arranged around it. How many are there?,"['None', 'One', 'Two', 'Three']",I need to know if the kitchen island has any bar stools arranged around it. How many are there? A) None B) One C) Two D) Three. Answer:,A,count
00597-D8aaq3PH6dG,0,How many pairs of shoes are there next to the wood logs at the porch?,"['One', 'Two', 'None', 'Three']",How many pairs of shoes are there next to the wood logs at the porch? A) One B) Two C) None D) Three. Answer:,B,count
00597-D8aaq3PH6dG,1,How many pillows are on the single bed with white bedding?,"['None', 'Two', 'One', 'Three']",How many pillows are on the single bed with white bedding? A) None B) Two C) One D) Three. Answer:,B,count
00600-ENhuWpDE5EB,0,Is potted plant still on the kitchen island?,"['No', '(Do not choose this option)', 'Yes', '(Do not choose this option)']",Is potted plant still on the kitchen island? A) No B) (Do not choose this option) C) Yes D) (Do not choose this option). Answer:,C,existence
00600-ENhuWpDE5EB,0,Which carpet is at the entrance door right now?,"['Gray one', 'Black one', 'White one', 'There is no carpet']",Which carpet is at the entrance door right now? A) Gray one B) Black one C) White one D) There is no carpet. Answer:,D,identification
00600-ENhuWpDE5EB,2,Which pillows do we have on the outdoor chairs?,"['Black one', 'White ones', 'Gray one', 'Red ones']",Which pillows do we have on the outdoor chairs? A) Black one B) White ones C) Gray one D) Red ones. Answer:,C,identification
00602-XRHpoTZjtj7,1,Where is the kitchen paper towel?,"['On the windowsill', 'On the shelf', 'At the corner of countertop', 'Next to the refrigerator']",Where is the kitchen paper towel? A) On the windowsill B) On the shelf C) At the corner of countertop D) Next to the refrigerator. Answer:,C,location
00604-W4r5JssudHR,0,What did my kid leave on the piano?,"['Photos', 'Snacks', 'Books', 'Magazines']",What did my kid leave on the piano? A) Photos B) Snacks C) Books D) Magazines. Answer:,A,identification
00606-W16Bm4ysK8v,0,Is the garage door open or closed?,"['Open', 'Closed', '(Do not choose this option)', '(Do not choose this option)']",Is the garage door open or closed? A) Open B) Closed C) (Do not choose this option) D) (Do not choose this option). Answer:,B,state
00606-W16Bm4ysK8v,2,Which rug is there in the bathroom?,"['Blue one', 'Black one', 'Yellow one', 'White one']",Which rug is there in the bathroom? A) Blue one B) Black one C) Yellow one D) White one. Answer:,D,identification
00611-PXAfUkZGMdU,0,I'm looking for my red ladder. Is it stored properly in the utility room?,"[""Yes, it's stored properly."", ""No, it's lying on the floor."", ""No, it's not in the utility room."", ""Yes, but it's blocking the shelves.""]","I'm looking for my red ladder. Is it stored properly in the utility room? A) Yes, it's stored properly. B) No, it's lying on the floor. C) No, it's not in the utility room. D) Yes, but it's blocking the shelves.. Answer:",D,state
00614-ki6Cu76pWzF,0,Is the wooden cutting board on the kitchen island?,"[""No, it's on the countertop."", ""Yes, it's on the kitchen island."", '(Do not choose this option)', ""No, it's in the sink.""]","Is the wooden cutting board on the kitchen island? A) No, it's on the countertop. B) Yes, it's on the kitchen island. C) (Do not choose this option) D) No, it's in the sink.. Answer:",B,existence
00614-ki6Cu76pWzF,0,"Which rug is at the bathroom sink, the one next to the clock?","['Red', 'Black', 'Woven color', 'White']","Which rug is at the bathroom sink, the one next to the clock? A) Red B) Black C) Woven color D) White. Answer:",C,identification
00614-ki6Cu76pWzF,1,Which rug is at the shower next to the walk-in closet?,"['Yellow', 'Gray', 'Black', 'White']",Which rug is at the shower next to the walk-in closet? A) Yellow B) Gray C) Black D) White. Answer:,B,identification
00615-PUNuHY5M7MS,0,Which tablecloth are we using on the dining table right now?,"['Mixed color', 'White', 'Blue', 'Gray']",Which tablecloth are we using on the dining table right now? A) Mixed color B) White C) Blue D) Gray. Answer:,A,identification
00615-PUNuHY5M7MS,0,Is the trash can placed next to the stove?,"['(Do not choose this option)', 'Yes', 'No, it is at the end of countertop', 'No, it is next to the sink']","Is the trash can placed next to the stove? A) (Do not choose this option) B) Yes C) No, it is at the end of countertop D) No, it is next to the sink. Answer:",C,existence
00617-AENiMBDjVFb,0,How many towels are there on the dishwasher?,"['(Do not choose this option)', 'Two', 'One', 'None']",How many towels are there on the dishwasher? A) (Do not choose this option) B) Two C) One D) None. Answer:,C,count
00617-AENiMBDjVFb,1,Which bedding is on the single bed with the bedstand?,"['Yellow', 'White', 'Gray', 'Red']",Which bedding is on the single bed with the bedstand? A) Yellow B) White C) Gray D) Red. Answer:,D,identification
00618-T4G9hTR5WSv,0,Is the vacuum cleaner leaning against the wall or hanging on the wall?,"['(Do not choose this option)', 'Leaning against', '(Do not choose this option)', 'Hanging']",Is the vacuum cleaner leaning against the wall or hanging on the wall? A) (Do not choose this option) B) Leaning against C) (Do not choose this option) D) Hanging. Answer:,D,state
00618-T4G9hTR5WSv,0,I'm looking for my dog's portrait. Where did I put it?,"['Near the front door', 'In the bedroom', 'In the living room', 'Next to the kitchen counter']",I'm looking for my dog's portrait. Where did I put it? A) Near the front door B) In the bedroom C) In the living room D) Next to the kitchen counter. Answer:,A,location
